,ID,Метод сбора данных,Метка_Северен,Метка_Альянс,Телефон,Наименование компании,ИНН,Дата завершения интервью,MRF_МРФ,RF_Филиал РТК,Технология,TYPE_Макросегмент,SEGMENT_Сегмент,iNPS Лояльность провайдеру ШПД iU4,iNPS_OE,iSAT Удовлетворённость провайдером ШПД iU4,iTPSat1 Набор дополнительных услуг и опций   провайдера ШПД iU4,iTPSat2 Процесс подключения новых услуг провайдера ШПД iU5,iTPSat3 Оборудование провайдера ШПД iU6,iTPSat4 Сайт провайдера ШПД iU7,iTPSat5 Личный кабинет провайдера ШПД iU8,iTPSat6 Служба технической поддержки провайдера ШПД iU9,iTPSat7 Система выставления счетов  провайдера ШПД iU10,iTPSat8 Личный менеджер провайдера ШПД iU11,iTPSat9 Справочная служба провайдера ШПД iU12,iTPSat10 Офисы обслуживания  провайдера ШПД iU13,iTPSat11 Работа с претензиями провайдера ШПД iU14,iTPSat12 Тарифы  провайдера ШПД iU15,iTPSat13 Скорость Интернета  провайдера ШПД iU16,iTPSat14 Стабильность Интернета  провайдера ШПД iU17,iTPSat15 Реклама  провайдера ШПД iU18,iA1Sat1 Удовлетворённость Количеством доп. услуг и опций провайдера ШПД iU4,iA1Sat2 Удовлетворённость Понятностью предлагаемых услуг провайдера ШПД iU4,iA1Sat3 Удовлетворённость Стоимостью доп. услуг и опций провайдера ШПД iU4,iA1Sat4 Удовлетворённость Скидками на доп.услуги и опции провайдера ШПД iU4,iA1Sat5 Удовлетворённость Наличием пакетных предложений на доп.услуги и опции провайдера ШПД iU4,iA2Sat1 Удовлетворённость Удобством подключения провайдера ШПД iU4,iA2Sat2 Удовлетворённость Скоростью подключения провайдера ШПД iU4,iA2Sat3 Удовлетворённость Качеством подключения и настройки оборудования провайдера ШПД iU4,iA6Sat1 Удовлетворённость Простотой подачи обращения провайдера ШПД iU4,iA6Sat2 Удовлетворённость Удобством способов связи с техподдержкой провайдера ШПД iU4,iA6Sat3 Удовлетворённость Компетентностью специалистов провайдера ШПД iU4,iA6Sat4 Удовлетворённость Сроками решения вопросов провайдера ШПД iU4,iA6Sat5 Удовлетворённость Результатами работы по устранению неисправностей провайдера ШПД iU4,iA6Sat6 Удовлетворённость Информированием о статусе решения вопроса провайдера ШПД iU4,iA7Sat1 Удовлетворённость Понятностью счетов провайдера ШПД iU4,iA7Sat2 Удовлетворённость Своевременностью получения счетов провайдера ШПД iU4,iA7Sat4 Удовлетворённость Удобством получения счетов провайдера ШПД iU4,iA7Sat5 Удовлетворённость Возможностью получить отсрочку провайдера ШПД iU4,iA7Sat6 Удовлетворённость Корректностью  начислений в счетах провайдера ШПД iU4,iA10Sat1 Удовлетворённость Ррасположенияем и временем работы офиса провайдера ШПД iU4,iA10Sat2 Удовлетворённость Результативностью обращения в офис провайдера ШПД iU4,iA10Sat3 Удовлетворённость Скоростью решения вопроса или проблемы провайдера ШПД iU4,iA10Sat4 Удовлетворённость Компетентностью сотрудников офиса провайдера ШПД iU4,iA11Sat1 Удовлетворённость Простотой подачи претензий провайдера ШПД iU4,iA11Sat2 Удовлетворённость Сроками решения претензий провайдера ШПД iU4,iA11Sat3 Удовлетворённость Результатами работы по претензиям провайдера ШПД iU4,iA11Sat4 Удовлетворённость Удобством обращения к руководству провайдера при нерешённости претензии провайдера ШПД iU4,iA11Sat5 Удовлетворённость Решением вопроса с первого обращения без повторных обращений провайдера ШПД iU4,iA12Sat1 Удовлетворённость Соотношением цены и скорости провайдера ШПД iU4,iA12Sat2 Удовлетворённость Наличием выгодных для Вас тарифов провайдера ШПД iU4,iA12Sat3 Удовлетворённость Прозрачностью тарифов провайдера ШПД iU4,iA12Sat4 Удовлетворённость Наличием нескольких услуг на одном тарифе провайдера ШПД iU4,iA12Sat5 Удовлетворённость Наличием нужных услуг и сервисов в тарифах провайдера ШПД iU4,EQPT_Роутер или другое устройство для подключения к Интернет Вам предоставил провайдер?,CNCT_Установка и настройка роутера производилась специалистами провайдера?,REBT_Как часто в вашей компании приходится перезагружать роутер? ,ILT Срок жизни ШПД,IUsg1 Ваша компания обращалась к личному менеджеру для получения консультаций и справок по поводу тарифов и работы Интернета? ,"IUsg3 А для решения каких-либо проблем в работе Интернета, таких как низкая скорость, отсутствие Интернета? ",IUsg4 А по вопросам подключения дополнительных услуг? ,IUsg5 Ваша компания звонила в колл-центр для получения консультаций и справок по поводу тарифов и работы Интернета?,IUsg7 А по вопросам подключения дополнительных услуг?,IUsg8 Ваша компания звонила в колл-центр для решения технических проблем?,IUsg9 К Вам в офис приходили специалисты для устранения технических неполадок?,iARPU Сумма в месяц на ШПД,CompNum Кол-во сотрудников,CompAreac Сфера деятельности,RespTitle Должность респондента,"DM Лицо, принимавшиее решение о подключении ШПД",Age_Возраст респондента,Age_int Возраст респондента интервал,Gender Пол респондента,Оld_sample_Основная выборка,wt_Веса для расширенной выборки,wt_old_sample_Веса для основной выборки
2837,20200269674,CATI,,,79086101839,"Муниципальное бюджетное учреждение муниципального образования ""Приволжский район ""Служба эксплуатации и содержания""",3019006347,09.11.2020,Юг,01402 Астраханский филиал,Медь,B2G,МСП,9,"за скорость интернета, то что скорость постоянно не падает и пинк нормальный",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,1.0,"0,32","0,57"
2838,20200270794,CATI,,,78444461766,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""НОВОНИКОЛАЕВСКИЙ ЦЕНТР СПОРТА И ТВОРЧЕСТВА""",3457003126,27.11.2020,Юг,01403 Волгоградский филиал,Оптика,B2G,МСП,9,"нормальное, хорошее качество",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,"1,29","1,65"
2839,20200271205,CATI,,,78446433574,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЗИМНЯЦКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА  СЕРАФИМОВИЧСКОГО РАЙОНА ВОЛГОГРАДСКОЙ ОБЛАСТИ,3427101461,16.10.2020,Юг,01403 Волгоградский филиал,Оптика,B2G,МСП,9,"у нас интернет работает бесперебойно ,нормальная скорость ,все устраивает.",10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,98.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,5.0,5.0,10.0,99.0,99.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,12,6.0,2.0,38.0,4.0,2.0,1.0,"1,29","1,65"
2840,20200271645,CATI,,,79614170753,ИП Павленко Юрий Валентинович,615100406990,16.10.2020,Юг,01408 Ростовский филиал,Оптика,B2B,МСП,9,"за качественную и устойчивую связь- интернет ,других провайдеров нет в нашем случае.",9.0,10.0,98.0,9.0,98.0,98.0,10.0,10.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,5.0,10.0,10.0,10.0,10.0,10.0,,,,10.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,98.0,10.0,10.0,7.0,9.0,9.0,9.0,9.0,10.0,98.0,10.0,10.0,9.0,9.0,9.0,9.0,99.0,1.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3,98.0,1.0,34.0,3.0,1.0,1.0,"1,61","1,13"
2841,20200271698,CATI,,,78634612666,МОБУ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА 9 С УГЛУБЛЕН.ИЗУЧЕНИЕМ АНГЛИЙСК.,6154076427,27.11.2020,Юг,01408 Ростовский филиал,Прочее,B2G,МСП,9,"за быстроту, доступность, всё устраивает",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,"0,73","1,21"
2842,20200271835,CATI,,,78634120109,"Муниципальное бюджетное учреждение здравоохранения ""Центральная районная больница"" Матвеево-Курганского района Ростовской области",6119001080,27.11.2020,Юг,01408 Ростовский филиал,Оптика,B2G,3К,9,"работу скорость, меня устраивает  комфортабельно на нем работать",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,"1,61","1,13"
2843,20200272148,CATI,,,78637272493,"Муниуипальное бюджетное общеобразовательное учреждение ""Начальная школа - детский сад № 21"" г.Сальска",6153018077,23.10.2020,Юг,01408 Ростовский филиал,Оптика,B2G,МСП,9,"Всё хорошо с Ростелекомом, не подводит.",9.0,98.0,98.0,9.0,98.0,98.0,10.0,9.0,10.0,98.0,7.0,98.0,10.0,9.0,10.0,98.0,,,,,,,,,8.0,10.0,10.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,,,,,,7.0,10.0,10.0,10.0,10.0,2.0,99.0,3.0,6.0,99.0,99.0,99.0,,,,2.0,999.0,2.0,12,98.0,3.0,38.0,4.0,2.0,1.0,"1,61","1,13"
2844,20200273611,CATI,,,78636323684,ОТДЕЛ ОБРАЗОВАНИЯ АДМИНИСТРАЦИИ СОВЕТСКОГО  РАЙОНА,6131000090,03.11.2020,Юг,01408 Ростовский филиал,Медь,B2G,МСП,9,Вообще надёжно. Просто мы уже долгое время сотрудничаем.,10.0,98.0,98.0,99.0,5.0,98.0,98.0,10.0,98.0,8.0,98.0,98.0,8.0,10.0,10.0,98.0,,,,,,,,,,,,,,,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,7.0,99.0,8.0,98.0,10.0,99.0,2.0,3.0,6.0,,,,1.0,2.0,2.0,2.0,4.0,1.0,12,6.0,2.0,53.0,5.0,2.0,1.0,"1,02","0,69"
2845,20200276371,CATI,,,78616056038,"ФГБУ САС ""КАВКАЗСКАЯ""",2329015653,19.10.2020,Юг,01407 Краснодарский филиал,Оптика,B2G,МСП,9,"вот как то была поломка и они быстро приехали и исправили оперативно, так же удобно что у них есть личный кабинет, все прозрачно,удобно вести бухгалтерию",10.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,10.0,9.0,9.0,9.0,10.0,10.0,5.0,9.0,9.0,9.0,9.0,10.0,9.0,10.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,8.0,10.0,8.0,8.0,10.0,9.0,9.0,8.0,10.0,9.0,8.0,10.0,8.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,3.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,13,98.0,3.0,43.0,4.0,2.0,1.0,"3,01","1,75"
2846,20200277551,CATI,,,78444461154,"МКДОУ""Новониколаевский детский сад №5",3420004691,27.11.2020,Юг,01403 Волгоградский филиал,Оптика,B2G,МСП,9,"меня в принципе все устраивает, но бывают перебои иногда",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,"1,29","1,65"
2847,20200278217,CATI,,,79377511019,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА № 8 г. ВОЛГОГРАДА,3444058760,27.11.2020,Юг,01403 Волгоградский филиал,Оптика,B2G,МСП,9,"да они монополисты у нас,больше рекомендовать некого для бюджетных организаций.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,"1,29","1,65"
2848,20200279797,CATI,,,79887438397,"Государственное бюджетное профессиональное образовательное учреждение ""Буденновский политехнический колледж""",2624012113,13.11.2020,Юг,01410 Ставропольский филиал,Оптика,B2G,МСП,9,"в нашем городе сравнить не с чем ,есть еще один провайдер, по ценовой политике у юр. лиц дороже по ценовой политике там дороже",4.0,98.0,98.0,10.0,98.0,98.0,10.0,98.0,10.0,98.0,10.0,98.0,8.0,7.0,5.0,9.0,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,10.0,10.0,10.0,10.0,,,,,,8.0,9.0,10.0,10.0,8.0,1.0,1.0,2.0,6.0,2.0,2.0,1.0,,,,2.0,999.0,3.0,12,98.0,2.0,35.0,3.0,2.0,1.0,"1,09","0,69"
2849,20200279995,CATI,,,78514028302,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ЗАКРЫТОЕ АДМИНИСТРАТИВНО-ТЕРРИТОРИАЛЬНОЕ ОБРАЗОВАНИЕ ЗНАМЕНСК АСТРАХАНСКОЙ ОБЛАСТИ  ""ЦЕНТР КУЛЬТУРЫ""",3013003220,27.10.2020,Юг,01402 Астраханский филиал,Медь,B2G,МСП,9,"за надёжность интернета, оперативность решения проблем, скорость интернета получаем на ту же что в договоре, за оплату что оплачиваем, нас устраивает полностью",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,"0,32","0,57"
2850,20200280039,CATI,,,79627519444,ООО ЧЕРНОЯРСКОЕ ДРСП,3023007819,17.11.2020,Юг,01402 Астраханский филиал,Оптика,B2B,МСП,9,"за то ,что никогда не сбивается  интернет ,быстро устраняются какие -либо проблемы и цена  адекватная.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,"0,42","0,73"
2851,20200280092,CATI,,,79086106869,"ООО ""ЧАСТНАЯ ОХРАННАЯ ОРГАНИЗАЦИЯ ""АЙВЕНГО""",3015061932,25.11.2020,Юг,01402 Астраханский филиал,Оптика,B2B,МСП,9,стабильно работают и стоимость услуг достаточно лояльная,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,"0,42","0,73"
2852,20200280344,CATI,,,78512571144,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ  ""ДЕТСКАЯ ШКОЛА ИСКУССТВ № 20  ГОРОДА АСТРАХАНИ""",3018015853,13.10.2020,Юг,01402 Астраханский филиал,Оптика,B2G,МСП,9,"Недорогой, неплохо работает",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,1.0,"0,42","0,73"
2853,20200280868,CATI,,,78455421257,"ООО ПКФ ""ПРОКСИМА""",6140015343,23.10.2020,Юг,01408 Ростовский филиал,Оптика,B2B,МСП,9,"Поставщик на рынке услуг уже давно поэтому мы с ним работаем, мы привыкли. Всё устраивает вполне",9.0,98.0,98.0,10.0,10.0,10.0,98.0,10.0,10.0,98.0,10.0,98.0,10.0,9.0,10.0,10.0,,,,,,,,,,,,,,,10.0,10.0,10.0,10.0,10.0,98.0,98.0,98.0,98.0,,,,,,9.0,10.0,10.0,10.0,10.0,1.0,1.0,2.0,6.0,1.0,1.0,2.0,,,,1.0,999.0,1.0,15,6.0,2.0,41.0,4.0,2.0,1.0,"1,61","1,13"
2854,20200281699,CATI,,,78634831769,ОТДЕЛ ОБРАЗОВАНИЯ АДМИНИСТРАЦИИ КУЙБЫШЕВСКОГО РАЙОНА,6117000028,10.11.2020,Юг,01408 Ростовский филиал,Mix,B2G,МСП,9,"во первых стабильное качество связи,если случаются какие-то проблемы то решаются довольно быстро-второе и третье у нас просто выбора нет  в нашей местности только ростелеком",9.0,8.0,5.0,10.0,7.0,6.0,10.0,99.0,8.0,10.0,9.0,99.0,99.0,8.0,8.0,6.0,8.0,8.0,99.0,7.0,99.0,9.0,9.0,9.0,8.0,8.0,10.0,8.0,9.0,8.0,99.0,99.0,99.0,99.0,99.0,7.0,8.0,9.0,10.0,8.0,7.0,8.0,99.0,8.0,6.0,9.0,6.0,9.0,9.0,1.0,1.0,3.0,6.0,1.0,2.0,2.0,99.0,2.0,1.0,1.0,999.0,2.0,12,7.0,2.0,51.0,5.0,1.0,1.0,"1,55","0,99"
2855,20200282671,CATI,,,78663541121,"ГКУ ""ЦЕНТР ТРУДА,ЗАНЯТОСТИ И СОЦИАЛЬНОЙ ЗАЩИТЫ УРВАНСКОГО РАЙОНА""",0707005846,22.10.2020,Юг,01404 Кабардино-Балкарский филиал,Оптика,B2G,МСП,9,качество оказываемых услуг Ростелекома,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,"0,34","0,56"
2856,20200282723,CATI,,,78663842497,"Филиал Федерального бюджетного учреждения здравоохранения ""Центр гигиены и эпидемиологии в Кабардино-Балкарской Республике"" в городе Баксане,Баксанском,Зольском и Эльбрусском районах",0721010037,26.10.2020,Юг,01404 Кабардино-Балкарский филиал,Оптика,B2G,3К,9,работает без как сказать нет проблем с оплатой и у них нет проблем с обслуживанием,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,"0,34","0,56"
2857,20200282741,CATI,,,78662742999,"МБУ ""УПРАВЛЕНИЕ ПО ВОПРОСАМ РИТУАЛЬНЫХ УСЛУГ И СОДЕРЖАНИЯ МЕСТ ЗАХОРОНЕНИЙ НА ТЕРРИТОРИИ городского округа НАЛЬЧИК""",0725026373,28.10.2020,Юг,01404 Кабардино-Балкарский филиал,Оптика,B2B,МСП,9,"Быстро решаются вопросы, если какие то неполадки сразу соединяют. Очень редко ломается",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,"0,34","0,56"
2858,20200282803,CATI,,,78662730236,"ГБУЗ "" ПЕРИНАТАЛЬНЫЙ ЦЕНТР"" МИНЗДРАВА КБР",0711055776,28.10.2020,Юг,01404 Кабардино-Балкарский филиал,Оптика,B2G,3К,9,"достаточно стабильное соединение, минимальное количество просадок по скорости интернет соединения (и входящая и исходящая скорость устраивает), и удобная цена",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,"0,34","0,56"
2859,20200283124,CATI,,,78663674152,"ГБОУ ""КШИ №2"" минобрнауки КБР",0706002730,28.10.2020,Юг,01404 Кабардино-Балкарский филиал,Оптика,B2G,МСП,9,"Без перебойная связь, постоянная связь. Если есть какие то проблемы можно с ними сразу связаться.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,"0,34","0,56"
2860,20200283138,CATI,,,79064833661,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЕТЕЙ""СТАНЦИЯ ЮНЫХ ТЕХНИКОВ"" ЛЕСКЕНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА КАБАРДИНО-БАЛКАРСКОЙ РЕСПУБЛИКИ""",0707014294,14.10.2020,Юг,01404 Кабардино-Балкарский филиал,Оптика,B2G,МСП,9,С оплатой они несколько дне дается по этим параметрам очень комфортно по истечении срока отключат интернет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,1.0,"0,34","0,56"
2861,20200285960,CATI,,,79181103690,МБУ ДОД ДШИ пгт. Ильского МО Северский район,2348019741,15.10.2020,Юг,01407 Краснодарский филиал,Медь,B2G,МСП,9,"быстро связываюсь, помогают решать вопросы, т.е  на все мои вопросы отвечают и помогают всегда",8.0,8.0,10.0,10.0,98.0,98.0,10.0,10.0,10.0,98.0,10.0,10.0,10.0,7.0,7.0,98.0,99.0,10.0,99.0,98.0,10.0,10.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0,8.0,99.0,10.0,10.0,99.0,1.0,1.0,1.0,6.0,2.0,1.0,2.0,,,,2.0,2.0,2.0,12,98.0,3.0,42.0,4.0,2.0,1.0,"1,86","1,15"
2862,20200287343,CATI,,,79275007830,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ 'ГЕЙМИНГ АРЕНА',3453006101,16.10.2020,Юг,01403 Волгоградский филиал,Оптика,B2B,МСП,9,за то что у них  стабильный  интернет а техническая поддержка  оставляет желать лучшего очень долго до них дозвониться,9.0,98.0,98.0,98.0,98.0,98.0,8.0,5.0,10.0,98.0,98.0,98.0,10.0,10.0,9.0,98.0,,,,,,,,,10.0,8.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,,,,,,,,,,10.0,10.0,10.0,98.0,98.0,,2.0,1.0,3.0,2.0,1.0,1.0,,,,1.0,4.0,1.0,98,98.0,1.0,45.0,4.0,1.0,1.0,"1,29","1,65"
2863,20200287599,CATI,,,79033168128,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕТР И К""",3436007881,15.10.2020,Юг,01403 Волгоградский филиал,Оптика,B2B,МСП,9,"Качество интернета,бесперебойная сеть,нас устраивает,на офис ,где 5 компьютеров хватает,не тормозит,в целом обеспечивает полностью.",8.0,8.0,98.0,8.0,98.0,98.0,8.0,5.0,8.0,98.0,4.0,98.0,8.0,8.0,8.0,8.0,5.0,7.0,6.0,5.0,8.0,,,,8.0,8.0,8.0,9.0,9.0,9.0,9.0,5.0,3.0,10.0,10.0,6.0,9.0,7.0,98.0,,,,,,7.0,5.0,9.0,98.0,7.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,,,,2.0,2.0,1.0,1,6.0,2.0,27.0,3.0,2.0,1.0,"1,29","1,65"
2864,20200288854,CATI,,,78656534231,"СПК ""РАССВЕТ""",2622001370,16.11.2020,Юг,01410 Ставропольский филиал,Медь,B2B,МСП,9,"удобно, что проводной телефон и интернет вместе(в одном тарифе). В любую непогоду интернет Ростелеком всегда работает",10.0,9.0,10.0,10.0,10.0,98.0,10.0,10.0,98.0,10.0,9.0,9.0,9.0,10.0,10.0,98.0,98.0,10.0,98.0,98.0,98.0,98.0,98.0,98.0,9.0,10.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,99.0,10.0,10.0,9.0,9.0,9.0,10.0,10.0,9.0,98.0,10.0,9.0,9.0,10.0,8.0,10.0,1.0,1.0,3.0,6.0,,,,2.0,2.0,2.0,2.0,2.0,1.0,13,6.0,2.0,48.0,5.0,2.0,1.0,"0,98","0,71"
2865,20200290550,CATI,,,78655042137,АДМИНИСТРАЦИЯ УСТЬ-НЕВИНСКОГО СЕЛЬСОВЕТА,2610013597,13.11.2020,Юг,01410 Ставропольский филиал,Оптика,B2G,МСП,9,"Альтернативы нет, на данной местности.",10.0,98.0,98.0,9.0,10.0,98.0,9.0,10.0,9.0,7.0,8.0,98.0,9.0,10.0,8.0,98.0,,,,,,,,,9.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0,10.0,10.0,10.0,10.0,,,,,,10.0,8.0,8.0,10.0,10.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,15,6.0,3.0,34.0,3.0,1.0,1.0,"1,09","0,69"
2866,20200290780,CATI,,,79287075712,МКОУ СОШ N 2 им. А.А.Шогенцукова   Г.БАКСАНА,0701004388,28.10.2020,Юг,01404 Кабардино-Балкарский филиал,Оптика,B2G,МСП,9,нас все работаем через Ростелеком- интернет достаточно стабильный иногда мешают погодные условия,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,"0,34","0,56"
2867,20200290985,CATI,,,79389140666,КАФЕ ЭМЕН,071000121080,17.11.2020,Юг,01404 Кабардино-Балкарский филиал,Оптика,B2B,МСП,9,"за качество ,в мегафоне не ловит в Ростелекоме ловит есть разница.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,"0,34","0,56"
2868,20200291114,CATI,,,78662753876,"ООО РЫНОК ""СТРЕЛКА""",0715000619,26.10.2020,Юг,01404 Кабардино-Балкарский филиал,Медь,B2B,МСП,9,мне кажется Ростелеком более надежно,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,"0,49","0,95"
2869,20200291121,CATI,,,79054365235,"ООО ""НИКА-ТУР""",0725003584,17.11.2020,Юг,01404 Кабардино-Балкарский филиал,Медь,B2B,МСП,9,полностью устраивает обслуживание предоставление услуг,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,"0,49","0,95"
2870,20200291273,CATI,,,79094878317,ИП ХАШКУЛОВ ЗАУР ЖАМАЛДИНОВИЧ,072110675290,15.10.2020,Юг,01404 Кабардино-Балкарский филиал,Медь,B2B,МСП,9,Бесперебойная работа интернета,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,"0,49","0,95"
2871,20200291301,CATI,,,78662421123,"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ""",0725023090,23.10.2020,Юг,01404 Кабардино-Балкарский филиал,Оптика,B2B,3К,9,"Интернет постоянно работает у нас, никах нареканий на счет работы интернета нет, с ними очень легко работать.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,"0,34","0,56"
2872,20200291951,CATI,,,78635454197,МБОУ ГИМНАЗИЯ №21,6141018403,03.11.2020,Юг,01408 Ростовский филиал,Mix,B2G,МСП,9,проблема решаются быстро. поставляется интернет,9.0,98.0,98.0,10.0,98.0,9.0,10.0,10.0,98.0,5.0,9.0,98.0,5.0,7.0,9.0,10.0,,,,,,,,,10.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0,3.0,8.0,10.0,10.0,,,,,,9.0,8.0,8.0,10.0,5.0,1.0,1.0,2.0,6.0,,,,1.0,99.0,1.0,1.0,4.0,3.0,12,6.0,2.0,45.0,4.0,2.0,1.0,"1,55","0,99"
